Date,Close,score,label
2024-06-10,58.6904411315918,0.0,0.0
2024-06-11,58.4133186340332,0.0,0.0
2024-06-12,58.93787384033203,0.0,0.0
2024-06-13,58.59146881103515,0.0,0.0
2024-06-14,58.23371887207031,0.0,0.0
2024-06-17,58.26353454589844,0.0,0.0
2024-06-18,58.621280670166016,0.0,0.0
2024-06-20,58.85977935791016,0.0,0.0
2024-06-21,59.87340545654297,0.0,0.0
2024-06-24,59.724342346191406,0.0,0.0
2024-06-25,59.5355339050293,0.0,0.0
2024-06-26,59.38646697998047,0.0,0.0
2024-06-27,59.8038444519043,0.0,0.0
2024-06-28,59.88334274291992,0.0,0.0
2024-07-01,59.10821914672851,0.0,0.0
2024-07-02,59.5852165222168,0.0,0.0
2024-07-03,59.76409149169922,0.0,0.0
2024-07-05,60.002593994140625,0.0,0.0
2024-07-08,60.062217712402344,0.0,0.0
2024-07-09,60.429908752441406,0.0,0.0
2024-07-10,61.244781494140625,0.0,0.0
2024-07-11,61.811222076416016,0.0,0.0
2024-07-12,62.3080940246582,0.0,0.0
2024-07-15,62.60621643066406,0.0,0.0
2024-07-16,62.90434265136719,0.0,0.0
2024-07-17,63.09315490722656,0.0,0.0
2024-07-18,62.08946990966797,0.0,0.0
2024-07-19,62.11928176879883,0.0,0.0
2024-07-22,62.63602828979492,0.0,0.0
2024-07-23,62.73540496826172,0.0,0.0
2024-07-24,62.33790588378906,0.0,0.0
2024-07-25,66.83959197998047,0.0,0.0
2024-07-26,66.54145812988281,0.0,0.0
2024-07-29,67.4954605102539,0.0,0.0
2024-07-30,68.71778106689453,0.0,0.0
2024-07-31,67.25696563720703,0.0,0.0
2024-08-01,66.89921569824219,0.0,0.0
2024-08-02,66.44209289550781,0.0,0.0
2024-08-05,63.997467041015625,0.0,0.0
2024-08-06,65.77628326416016,0.0,0.0
2024-08-07,66.3824691772461,0.0,0.0
2024-08-08,67.61471557617188,0.0,0.0
2024-08-09,67.6644058227539,0.0,0.0
2024-08-12,67.55509185791016,0.0,0.0
2024-08-13,68.48921203613281,0.0,0.0
2024-08-14,68.8668441772461,0.0,0.0
2024-08-15,69.34384155273438,0.0,0.0
2024-08-16,69.39352416992188,0.0,0.0
2024-08-19,69.53265380859375,0.0,0.0
2024-08-20,69.65190124511719,0.0,0.0
2024-08-21,69.80096435546875,0.0,0.0
2024-08-22,70.18852996826172,0.0,0.0
2024-08-23,69.9102783203125,0.0,0.0
2024-08-26,70.14877319335938,0.0,0.0
2024-08-27,70.60590362548828,0.0,0.0
2024-08-28,70.50652313232422,0.0,0.0
2024-08-29,70.74503326416016,0.0,0.0
2024-08-30,71.62946319580078,0.0,0.0
2024-09-03,70.94377136230469,0.0,0.0
2024-09-04,73.02071380615234,0.0,0.0
2024-09-05,72.94121551513672,0.0,0.0
2024-09-06,71.5002670288086,0.0,0.0
2024-09-09,71.2021484375,0.9988559484481812,0.0
2024-09-10,71.30152893066406,0.9963423013687134,0.0
2024-09-11,71.62946319580078,0.999991536140442,0.0
2024-09-12,72.11640167236328,0.0,0.0
2024-09-13,72.784423828125,0.9909447431564332,1.0
2024-09-16,73.08354187011719,0.0,0.0
2024-09-17,72.48530578613281,0.9909447431564332,1.0
2024-09-18,72.68472290039062,0.9931788891553879,1.0
2024-09-19,74.07061767578125,0.9939584732055664,1.0
2024-09-20,74.07061767578125,0.9994763731956482,0.0
2024-09-23,73.79144287109375,0.9962717056274414,0.0
2024-09-24,73.45244598388672,0.9987115561962128,-1.0
2024-09-25,72.82430267333984,0.9888127446174622,1.0
2024-09-26,72.34571838378906,0.9260044495264689,1.0
2024-09-27,72.38560485839844,0.9920815527439117,1.0
