Date,Close,score,label
2024-09-30,72.79439544677734,0.9909447431564332,1.0
2024-10-01,72.83428192138672,0.8911202748616537,1.0
2024-10-02,72.77445220947266,0.995717704296112,1.0
2024-10-03,72.70465850830078,0.9932948350906372,1.0
2024-10-04,71.90702056884766,0.0,0.0
2024-10-07,70.66071319580078,0.9945005923509598,1.0
2024-10-08,71.97681427001953,0.9916277858946059,1.0
2024-10-09,72.25598907470703,0.9954681992530823,0.0
2024-10-10,71.62784576416016,0.9964854866266251,0.0
2024-10-11,71.40850067138672,0.0,0.0
2024-10-14,72.3556900024414,0.9909447431564332,1.0
2024-10-15,72.8143310546875,0.997965931892395,1.0
2024-10-16,73.54218292236328,0.0,0.0
2024-10-17,73.92105865478516,0.993206411600113,1.0
2024-10-18,74.68878936767578,0.9999918937683104,0.0
2024-10-21,74.0805892944336,0.986754670739174,1.0
2024-10-22,74.07061767578125,0.0,0.0
2024-10-23,73.69174194335938,0.993009850382805,1.0
2024-10-24,75.01780700683594,0.9938694550877526,1.0
2024-10-25,74.46943664550781,0.9924858177409452,1.0
2024-10-28,75.11750793457031,0.994176733493805,1.0
2024-10-29,75.66588592529297,0.0,0.0
2024-10-30,75.32689666748047,0.9969215989112854,-1.0
2024-10-31,73.70170593261719,0.9930617511272432,1.0
2024-11-01,74.10052490234375,0.0,0.0
2024-11-04,74.58907318115234,0.9999908208847046,0.0
2024-11-05,75.91514587402344,0.9650890231132507,0.0
2024-11-06,77.3608627319336,0.9969922304153442,1.0
2024-11-07,77.94912719726562,0.0,0.0
2024-11-08,78.4576187133789,0.0,0.0
2024-11-11,79.42475891113281,0.999991774559021,0.0
2024-11-12,78.89631652832031,0.0,0.0
2024-11-13,79.63414001464844,0.0,0.0
2024-11-14,77.82947540283203,0.9979344606399536,-1.0
2024-11-15,78.52741241455078,0.9948810636997223,-1.0
2024-11-18,79.54440307617188,0.5060630440711975,1.0
2024-11-19,79.92327880859375,0.997853696346283,-1.0
2024-11-20,79.84351348876953,0.997323989868164,1.0
2024-11-21,80.64115142822266,0.0,0.0
2024-11-22,80.8305892944336,0.900605320930481,0.0
2024-11-25,81.27925872802734,0.8976597785949707,0.0
2024-11-26,82.40592956542969,0.9294015467166901,0.0
2024-11-27,82.80474853515625,0.0,0.0
2024-11-29,82.74491882324219,0.8795243203639984,-1.0
2024-12-02,81.40888214111328,0.9992546041806539,0.0
2024-12-03,80.75082397460938,0.9987404942512512,-1.0
2024-12-04,80.59130096435547,0.9972555041313172,-1.0
2024-12-05,81.02999877929688,0.9898944695790609,0.0
2024-12-06,81.13999938964844,0.9520954191684724,0.0
2024-12-09,79.69999694824219,0.997840166091919,-1.0
