Date,Close
2024-06-10 00:00:00-04:00,58.6904411315918
2024-06-11 00:00:00-04:00,58.4133186340332
2024-06-12 00:00:00-04:00,58.93787384033203
2024-06-13 00:00:00-04:00,58.591468811035156
2024-06-14 00:00:00-04:00,58.23371887207031
2024-06-17 00:00:00-04:00,58.26353454589844
2024-06-18 00:00:00-04:00,58.621280670166016
2024-06-20 00:00:00-04:00,58.859779357910156
2024-06-21 00:00:00-04:00,59.87340545654297
2024-06-24 00:00:00-04:00,59.724342346191406
2024-06-25 00:00:00-04:00,59.5355339050293
2024-06-26 00:00:00-04:00,59.38646697998047
2024-06-27 00:00:00-04:00,59.8038444519043
2024-06-28 00:00:00-04:00,59.88334274291992
2024-07-01 00:00:00-04:00,59.108219146728516
2024-07-02 00:00:00-04:00,59.5852165222168
2024-07-03 00:00:00-04:00,59.76409149169922
2024-07-05 00:00:00-04:00,60.002593994140625
2024-07-08 00:00:00-04:00,60.062217712402344
2024-07-09 00:00:00-04:00,60.429908752441406
2024-07-10 00:00:00-04:00,61.244781494140625
2024-07-11 00:00:00-04:00,61.811222076416016
2024-07-12 00:00:00-04:00,62.3080940246582
2024-07-15 00:00:00-04:00,62.60621643066406
2024-07-16 00:00:00-04:00,62.90434265136719
2024-07-17 00:00:00-04:00,63.09315490722656
2024-07-18 00:00:00-04:00,62.08946990966797
2024-07-19 00:00:00-04:00,62.11928176879883
2024-07-22 00:00:00-04:00,62.63602828979492
2024-07-23 00:00:00-04:00,62.73540496826172
2024-07-24 00:00:00-04:00,62.33790588378906
2024-07-25 00:00:00-04:00,66.83959197998047
2024-07-26 00:00:00-04:00,66.54145812988281
2024-07-29 00:00:00-04:00,67.4954605102539
2024-07-30 00:00:00-04:00,68.71778106689453
2024-07-31 00:00:00-04:00,67.25696563720703
2024-08-01 00:00:00-04:00,66.89921569824219
2024-08-02 00:00:00-04:00,66.44209289550781
2024-08-05 00:00:00-04:00,63.997467041015625
2024-08-06 00:00:00-04:00,65.77628326416016
2024-08-07 00:00:00-04:00,66.3824691772461
2024-08-08 00:00:00-04:00,67.61471557617188
2024-08-09 00:00:00-04:00,67.6644058227539
2024-08-12 00:00:00-04:00,67.55509185791016
2024-08-13 00:00:00-04:00,68.48921203613281
2024-08-14 00:00:00-04:00,68.8668441772461
2024-08-15 00:00:00-04:00,69.34384155273438
2024-08-16 00:00:00-04:00,69.39352416992188
2024-08-19 00:00:00-04:00,69.53265380859375
2024-08-20 00:00:00-04:00,69.65190124511719
2024-08-21 00:00:00-04:00,69.80096435546875
2024-08-22 00:00:00-04:00,70.18852996826172
2024-08-23 00:00:00-04:00,69.9102783203125
2024-08-26 00:00:00-04:00,70.14877319335938
2024-08-27 00:00:00-04:00,70.60590362548828
2024-08-28 00:00:00-04:00,70.50652313232422
2024-08-29 00:00:00-04:00,70.74503326416016
2024-08-30 00:00:00-04:00,71.62946319580078
2024-09-03 00:00:00-04:00,70.94377136230469
2024-09-04 00:00:00-04:00,73.02071380615234
2024-09-05 00:00:00-04:00,72.94121551513672
2024-09-06 00:00:00-04:00,71.5002670288086
2024-09-09 00:00:00-04:00,71.2021484375
2024-09-10 00:00:00-04:00,71.30152893066406
2024-09-11 00:00:00-04:00,71.62946319580078
2024-09-12 00:00:00-04:00,72.11640167236328
2024-09-13 00:00:00-04:00,72.784423828125
2024-09-16 00:00:00-04:00,73.08354187011719
2024-09-17 00:00:00-04:00,72.48530578613281
2024-09-18 00:00:00-04:00,72.68472290039062
2024-09-19 00:00:00-04:00,74.07061767578125
2024-09-20 00:00:00-04:00,74.07061767578125
2024-09-23 00:00:00-04:00,73.79144287109375
2024-09-24 00:00:00-04:00,73.45244598388672
2024-09-25 00:00:00-04:00,72.82430267333984
2024-09-26 00:00:00-04:00,72.34571838378906
2024-09-27 00:00:00-04:00,72.38560485839844
2024-09-30 00:00:00-04:00,72.79439544677734
2024-10-01 00:00:00-04:00,72.83428192138672
2024-10-02 00:00:00-04:00,72.77445220947266
2024-10-03 00:00:00-04:00,72.70465850830078
2024-10-04 00:00:00-04:00,71.90702056884766
2024-10-07 00:00:00-04:00,70.66071319580078
2024-10-08 00:00:00-04:00,71.97681427001953
2024-10-09 00:00:00-04:00,72.25598907470703
2024-10-10 00:00:00-04:00,71.62784576416016
2024-10-11 00:00:00-04:00,71.40850067138672
2024-10-14 00:00:00-04:00,72.3556900024414
2024-10-15 00:00:00-04:00,72.8143310546875
2024-10-16 00:00:00-04:00,73.54218292236328
2024-10-17 00:00:00-04:00,73.92105865478516
2024-10-18 00:00:00-04:00,74.68878936767578
2024-10-21 00:00:00-04:00,74.0805892944336
2024-10-22 00:00:00-04:00,74.07061767578125
2024-10-23 00:00:00-04:00,73.69174194335938
2024-10-24 00:00:00-04:00,75.01780700683594
2024-10-25 00:00:00-04:00,74.46943664550781
2024-10-28 00:00:00-04:00,75.11750793457031
2024-10-29 00:00:00-04:00,75.66588592529297
2024-10-30 00:00:00-04:00,75.32689666748047
2024-10-31 00:00:00-04:00,73.70170593261719
2024-11-01 00:00:00-04:00,74.10052490234375
2024-11-04 00:00:00-05:00,74.58907318115234
2024-11-05 00:00:00-05:00,75.91514587402344
2024-11-06 00:00:00-05:00,77.3608627319336
2024-11-07 00:00:00-05:00,77.94912719726562
2024-11-08 00:00:00-05:00,78.4576187133789
2024-11-11 00:00:00-05:00,79.42475891113281
2024-11-12 00:00:00-05:00,78.89631652832031
2024-11-13 00:00:00-05:00,79.63414001464844
2024-11-14 00:00:00-05:00,77.82947540283203
2024-11-15 00:00:00-05:00,78.52741241455078
2024-11-18 00:00:00-05:00,79.54440307617188
2024-11-19 00:00:00-05:00,79.92327880859375
2024-11-20 00:00:00-05:00,79.84351348876953
2024-11-21 00:00:00-05:00,80.64115142822266
2024-11-22 00:00:00-05:00,80.8305892944336
